expected semantic name,input,correct/incorrect,not_correct_segment,correct_segment_v2,correct_segment_v3,no_idx_in_semantic
เปลี่ยนแปลงที่อยู่,ย้ายบ้านใหม่ อยากทราบว่าวิธีเปลี่ยนที่อยู่โดยไม่ต้องไปที่สาขา มีวิธีมั้ยครับ,yes,ย้าย บ้านใหม่ อยาก ทราบว่า วิธี เปลี่ยน ที่อยู่ โดย ไม่ต้อง ไปที่ สาขา มี วิธี ม ั ้ ย ครับ,ย้าย บ้านใหม่ อยาก ทราบว่า วิธี เปลี่ยน ที่อยู่ โดย ไม่ต้อง ไปที่ สาขา มี วิธี ไหม ครับ,ย้าย บ้านใหม่ อยาก ทราบว่า วิธี เปลี่ยน ที่อยู่ โดย ไม่ต้อง ไปที่ สาขา มี วิธี ไหม ครับ,2
เปลี่ยนแปลงข้อมูล,มีวิธีแก้ไขข้อมูลส่วนตัวมั้ยครับ,yes,มี วิธี แก้ไข ข้อมูลส่วนตัว ม ั ้ ย ครับ,มี วิธี แก้ไข ข้อมูลส่วนตัว ไหม ครับ,มี วิธี แก้ไข ข้อมูลส่วนตัว ไหม ครับ,2
เปลี่ยนแปลงชื่อสกุล,แต่งงานแล้ว อยากแก้ไขpersonal profileครับ,yes,แต่งงาน แล้ว อยากแก้ไข personal profile ครับ,แต่งงาน แล้ว อยากแก้ไข personal profile ครับ,แต่งงาน แล้ว อยากแก้ไข personal profile ครับ,2
เปลี่ยนแปลงหมายเลขโทรศัพท์,ต้องการแก้ไขเบอร์โทรศัพท์ในประวัติ,yes,ต้องการ แก้ไข เบอร์โทรศัพท์ ใน ประวัติ,ต้องการ แก้ไข เบอร์โทรศัพท์ ใน ประวัติ,ต้องการ แก้ไข เบอร์โทรศัพท์ ใน ประวัติ,2
เปลี่ยนแปลงหมายเลขโทรศัพท์รับ otp,อยากเปลี่ยนเบอร์มือถือเพื่อรับ otp คร้าบ,yes,อยาก เปลี่ยน เบอร์ มือถือ เพื่อ รับ otp คร้าบ,อยาก เปลี่ยน เบอร์ มือถือ เพื่อ รับ otp ครับ,อยาก เปลี่ยน เบอร์ มือถือ เพื่อ รับ otp ครับ,2
สอบถามผลการอนุมัติสินเชื่อ,สอบถามการอนุมัติการสมัครสินเชื่อ,no,สอบถาม การอนุมัติ การ สมัคร สินเชื่อ,สอบถาม การอนุมัติ การ สมัคร สินเชื่อ,สอบถาม การอนุมัติ การ สมัคร สินเชื่อ,2
สอบถาม cheque clearing,บริการรับฝากเช็คเคลียริ่งคืออะไร,no,บริการ รับฝาก เช็ค เคลียริ่ง คือ อะไร,บริการ รับฝาก เช็ค เคลียริ่ง คือ อะไร,บริการ รับฝาก เช็ค เคลียริ่ง คือ อะไร,2
สอบถาม cheque,สอบถามข้อมูลเกี่ยวกับเช็คหน่อยครับ,no,สอบถาม ข้อมูล เกี่ยวกับ เช็ค หน่อย ครับ,สอบถาม ข้อมูล เกี่ยวกับ เช็ค หน่อย ครับ,สอบถาม ข้อมูล เกี่ยวกับ เช็ค หน่อย ครับ,2
ปัญหาการกดเงินสดตู้ต่างธนาคาร,กดตู้ต่างธนาคารไม่ได้ ทำไมตู้ไม่รับบัตร,yes,กด ตู้ ต่าง ธนาคาร ไม่ได้ ทำไม ตู้ ไม่รับ บัตร,กด ตู้ ต่าง ธนาคาร ไม่ได้ ทำไม ตู้ ไม่รับ บัตร,กด ตู้ ต่าง ธนาคาร ไม่ได้ ทำไม ตู้ ไม่รับ บัตร,2
สอบถามการปิดบัญชี,มีบัญชีออมทรัพย์ อยากปิดบัญชีโดยที่ไม่ต้องไปธนาคารได้หรือไม่,no,มี บัญชี ออมทรัพย์ อยาก ปิดบัญชี โดยที่ ไม่ต้อง ไป ธนาคาร ได้ หรือไม่,มี บัญชี ออมทรัพย์ อยาก ปิดบัญชี โดยที่ ไม่ต้อง ไป ธนาคาร ได้ หรือไม่,มี บัญชี ออมทรัพย์ อยาก ปิดบัญชี โดยที่ ไม่ต้อง ไป ธนาคาร ได้ หรือไม่,2
ต้องการปิดบัญชี,ปิดบันชีให้หน่อย,yes,ปิด บัน ชี ให้ หน่อย,ปิด บัญชี ให้หน่อย,ปิด บัญชี ให้หน่อย,2
เจ้าของบัญชีเสียชีวิต,ขอถามถึงการถอนเงิน ปิดบัญชีของคนตาย,yes,ขอ ถาม ถึง การ ถอนเงิน ปิดบัญชี ของ คนตาย,ขอ ถาม ถึง การ ถอนเงิน ปิดบัญชี ของ คนตาย,ขอ ถาม ถึง การ ถอนเงิน ปิดบัญชี ของ คนตาย,2
ติดต่อ admin,ไม่เข้าใจรายละเอียด มีคนอยู่มั้ย,no,ไม่เข้าใจ รายละเอียด มีคน อยู่ ม ั ้ ย,ไม่เข้าใจ รายละเอียด มีคน อยู่ ไหม,ไม่เข้าใจ รายละเอียด มีคน อยู่ ไหม,2
